1 _ 1,,,,,,
時間,ストローク,試験力,ストローク,試験力,ストローク,試験力
sec,mm,kN,mm,kN,mm,kN
491.2,8.186104,1.482916,16.37223,14.42109,8.186104,5.109032
491.4,8.189479,1.474198,16.37883,14.4198,8.189417,5.099145
491.6,8.192792,1.464081,16.3856,14.42378,8.192792,5.089927
491.8,8.196125,1.454329,16.39225,14.42289,8.196146,5.079961
492,8.199458,1.444817,16.39885,14.42211,8.199458,5.068811
492.2,8.202771,1.43466,16.4056,14.42508,8.202812,5.058082
492.4,8.206104,1.424734,16.41227,14.42512,8.206104,5.047035
492.6,8.209458,1.415952,16.41883,14.42341,8.209437,5.036672
492.8,8.212812,1.406034,16.4256,14.42729,8.212791,5.026635
493,8.216125,1.395782,16.43225,14.42721,8.216125,5.016176
493.2,8.219459,1.385919,16.43885,14.42664,8.219479,5.004311
493.4,8.222771,1.375516,16.44558,14.4288,8.222792,4.992112
493.6,8.226083,1.365376,16.45225,14.42943,8.226104,4.975852
493.8,8.229458,1.356188,16.45885,14.42892,8.229438,4.958916
494,8.232792,1.346572,16.4656,14.42932,8.235104,-4.088402
494.2,8.236125,1.335382,16.47225,14.43081,8.233396,-10.06691
494.4,8.239458,1.325274,16.47887,14.43047,,
494.6,8.242771,1.315125,16.48558,14.43087,,
494.8,8.246104,1.304452,16.49227,14.43222,,
495,8.249458,1.294573,16.49887,14.43167,,
495.2,8.252812,1.284369,16.50556,14.43152,,
495.4,8.256124,1.273211,16.51225,14.43388,,
495.6,8.259459,1.262554,16.51892,14.43432,,
495.8,8.262792,1.251904,16.52556,14.43351,,
496,8.266084,1.239792,16.53227,14.43582,,
496.2,8.269438,1.229437,16.53892,14.43553,,
496.4,8.272792,1.219114,16.54552,14.43322,,
496.6,8.276125,1.207185,16.55227,14.43775,,
496.8,8.279458,1.195312,16.5589,14.43681,,
497,8.282791,1.183716,16.5655,14.43559,,
497.2,8.286104,1.170834,16.57227,14.43882,,
497.4,8.289437,1.158492,16.57892,14.43829,,
497.6,8.292791,1.145283,16.5855,14.43684,,
497.8,8.296145,1.127609,16.59229,14.44071,,
498,8.299459,1.101526,16.59892,14.4396,,
498.2,8.303729,1.031438,16.60552,14.43969,,
498.35,8.304417,-10.19988,16.61227,14.44079,,
,,,16.61892,14.44186,,
,,,16.62548,14.43985,,
,,,16.63225,14.44195,,
,,,16.6389,14.44262,,
,,,16.64554,14.44208,,
,,,16.65227,14.44305,,
,,,16.65892,14.44472,,
,,,16.66554,14.4439,,
,,,16.67221,14.44339,,
,,,16.67892,14.44695,,
,,,16.68554,14.44643,,
,,,16.69221,14.44546,,
,,,16.69892,14.44881,,
,,,16.70558,14.44838,,
,,,16.71221,14.44644,,
,,,16.71896,14.44993,,
,,,16.72558,14.44945,,
,,,16.73219,14.44799,,
,,,16.73894,14.45078,,
,,,16.74558,14.45043,,
,,,16.75215,14.44802,,
,,,16.75894,14.45157,,
,,,16.76558,14.45105,,
,,,16.77219,14.45059,,
,,,16.77894,14.45338,,
,,,16.7856,14.45327,,
,,,16.79219,14.45246,,
,,,16.79892,14.45337,,
,,,16.80558,14.45477,,
,,,16.81219,14.45429,,
,,,16.81892,14.45436,,
,,,16.82558,14.45603,,
,,,16.83219,14.45532,,
,,,16.83892,14.45514,,
,,,16.8456,14.45812,,
,,,16.85223,14.45755,,
,,,16.85888,14.45609,,
,,,16.8656,14.45876,,
,,,16.87223,14.45845,,
,,,16.87883,14.4565,,
,,,16.88558,14.46052,,
,,,16.89223,14.4591,,
,,,16.89885,14.45872,,
,,,16.9056,14.46227,,
,,,16.91227,14.46192,,
,,,16.91883,14.46014,,
,,,16.92562,14.46342,,
,,,16.93223,14.46249,,
,,,16.93883,14.46167,,
,,,16.9456,14.46422,,
,,,16.95225,14.46459,,
,,,16.95883,14.46327,,
,,,16.9656,14.46513,,
,,,16.97225,14.46543,,
,,,16.97887,14.46505,,
,,,16.98558,14.46486,,
,,,16.99227,14.4665,,
,,,16.99885,14.46567,,
,,,17.00556,14.46509,,
,,,17.01225,14.46868,,
,,,17.0189,14.46728,,
,,,17.02556,14.4665,,
,,,17.03227,14.46873,,
,,,17.03892,14.4689,,
,,,17.0455,14.4659,,
,,,17.05225,14.46981,,
,,,17.05892,14.46893,,
,,,17.0655,14.46819,,
,,,17.07225,14.4707,,
,,,17.07892,14.47105,,
,,,17.0855,14.4695,,
,,,17.09229,14.47296,,
,,,17.09892,14.47136,,
,,,17.10552,14.47102,,
,,,17.11227,14.47264,,
,,,17.11892,14.47272,,
,,,17.1255,14.47115,,
,,,17.13225,14.47247,,
,,,17.1389,14.47329,,
,,,17.14552,14.47322,,
,,,17.15225,14.47383,,
,,,17.15894,14.47507,,
,,,17.16554,14.47462,,
,,,17.17223,14.47339,,
,,,17.17892,14.47621,,
,,,17.18556,14.47608,,
,,,17.19221,14.47416,,
,,,17.19892,14.47757,,
,,,17.20556,14.4768,,
,,,17.21221,14.47493,,
,,,17.21894,14.47855,,
,,,17.2256,14.47718,,
,,,17.23221,14.47545,,
,,,17.23894,14.47836,,
,,,17.24558,14.47783,,
,,,17.25217,14.47546,,
,,,17.25894,14.4798,,
,,,17.26558,14.47803,,
,,,17.27219,14.47818,,
,,,17.27896,14.47977,,
,,,17.2856,14.47954,,
,,,17.29217,14.47898,,
,,,17.29892,14.48044,,
,,,17.30556,14.48115,,
,,,17.31219,14.48062,,
,,,17.31892,14.48077,,
,,,17.32558,14.4824,,
,,,17.33221,14.4815,,
,,,17.3389,14.481,,
,,,17.3456,14.48371,,
,,,17.35223,14.48302,,
,,,17.3589,14.48152,,
,,,17.3656,14.48398,,
,,,17.37223,14.4832,,
,,,17.37883,14.48091,,
,,,17.3856,14.48514,,
,,,17.39223,14.48383,,
,,,17.39885,14.48293,,
,,,17.4056,14.48601,,
,,,17.41225,14.48572,,
,,,17.41881,14.48343,,
,,,17.4256,14.48623,,
,,,17.43223,14.48579,,
,,,17.43885,14.48473,,
,,,17.4456,14.48704,,
,,,17.45227,14.4871,,
,,,17.45885,14.48576,,
,,,17.4656,14.48682,,
,,,17.47225,14.48761,,
,,,17.47887,14.48659,,
,,,17.48558,14.48666,,
,,,17.49227,14.48816,,
,,,17.49887,14.48731,,
,,,17.50556,14.4858,,
,,,17.51225,14.48817,,
,,,17.5189,14.48775,,
,,,17.52554,14.486,,
,,,17.53227,14.48889,,
,,,17.53892,14.48707,,
,,,17.5455,14.48712,,
,,,17.55225,14.48715,,
,,,17.5589,14.48724,,
,,,17.5655,14.48731,,
,,,17.57225,14.48736,,
,,,17.57892,14.48746,,
,,,17.58552,14.48764,,
,,,17.59229,14.48921,,
,,,17.59892,14.48952,,
,,,17.60552,14.4884,,
,,,17.61225,14.48998,,
,,,17.61892,14.49006,,
,,,17.62548,14.48802,,
,,,17.63227,14.49014,,
,,,17.6389,14.49062,,
,,,17.64554,14.48953,,
,,,17.65225,14.4897,,
,,,17.65894,14.49113,,
,,,17.66554,14.48954,,
,,,17.67221,14.48966,,
,,,17.6789,14.48979,,
,,,17.68554,14.48994,,
,,,17.69221,14.49007,,
,,,17.69892,14.49018,,
,,,17.70556,14.49023,,
,,,17.71221,14.49033,,
,,,17.71896,14.49331,,
,,,17.7256,14.49167,,
,,,17.73219,14.48992,,
,,,17.73894,14.49227,,
,,,17.7456,14.49182,,
,,,17.75217,14.48983,,
,,,17.75894,14.49261,,
,,,17.76558,14.49168,,
,,,17.77219,14.4907,,
,,,17.77894,14.49256,,
,,,17.78558,14.49132,,
,,,17.79217,14.49131,,
,,,17.79892,14.49137,,
,,,17.80558,14.49343,,
,,,17.81219,14.49282,,
,,,17.81892,14.493,,
,,,17.82558,14.49458,,
,,,17.83223,14.49393,,
,,,17.8389,14.49258,,
,,,17.8456,14.49478,,
,,,17.85225,14.49379,,
,,,17.85888,14.49198,,
,,,17.8656,14.49414,,
,,,17.87225,14.49347,,
,,,17.87883,14.49051,,
,,,17.8856,14.49438,,
,,,17.89223,14.4932,,
,,,17.89885,14.49202,,
,,,17.9056,14.49435,,
,,,17.91227,14.49373,,
,,,17.91883,14.49137,,
,,,17.9256,14.49486,,
,,,17.93223,14.49418,,
,,,17.93885,14.49289,,
,,,17.9456,14.49326,,
,,,17.95225,14.49333,,
,,,17.95885,14.49336,,
,,,17.9656,14.49344,,
,,,17.97225,14.49354,,
,,,17.97887,14.49358,,
,,,17.98558,14.49362,,
,,,17.99227,14.49358,,
,,,17.99887,14.49341,,
,,,18.00556,14.49082,,
,,,18.01223,14.49275,,
,,,18.01892,14.49206,,
,,,18.02556,14.49091,,
,,,18.03225,14.49309,,
,,,18.03892,14.49233,,
,,,18.04552,14.48997,,
,,,18.05225,14.49351,,
,,,18.0589,14.49205,,
,,,18.0655,14.4908,,
,,,18.07227,14.49187,,
,,,18.07892,14.49191,,
,,,18.0855,14.49194,,
,,,18.09227,14.49198,,
,,,18.09892,14.49207,,
,,,18.10552,14.49213,,
,,,18.11225,14.49216,,
,,,18.11892,14.49215,,
,,,18.12548,14.48898,,
,,,18.13225,14.48971,,
,,,18.1389,14.49011,,
,,,18.14552,14.48917,,
,,,18.15225,14.48962,,
,,,18.15894,14.49072,,
,,,18.16554,14.48963,,
,,,18.17221,14.4878,,
,,,18.17892,14.49049,,
,,,18.18554,14.48954,,
,,,18.19221,14.48813,,
,,,18.19892,14.49076,,
,,,18.20556,14.48966,,
,,,18.21221,14.48698,,
,,,18.21896,14.49072,,
,,,18.22558,14.48853,,
,,,18.23219,14.48656,,
,,,18.23896,14.48898,,
,,,18.2456,14.48766,,
,,,18.25215,14.48491,,
,,,18.25894,14.48781,,
,,,18.26558,14.48627,,
,,,18.27219,14.48549,,
,,,18.27894,14.4866,,
,,,18.2856,14.48633,,
,,,18.29217,14.48497,,
,,,18.29892,14.48558,,
,,,18.30556,14.4858,,
,,,18.31219,14.48482,,
,,,18.31892,14.4846,,
,,,18.32558,14.48569,,
,,,18.33221,14.48453,,
,,,18.33892,14.48359,,
,,,18.3456,14.48468,,
,,,18.35223,14.48322,,
,,,18.35888,14.48119,,
,,,18.36558,14.48286,,
,,,18.37223,14.48185,,
,,,18.37885,14.47932,,
,,,18.38558,14.4821,,
,,,18.39223,14.4807,,
,,,18.39885,14.47945,,
,,,18.4056,14.48152,,
,,,18.41225,14.48049,,
,,,18.41883,14.47823,,
,,,18.4256,14.48078,,
,,,18.43223,14.47903,,
,,,18.43883,14.47711,,
,,,18.44558,14.47893,,
,,,18.45225,14.47788,,
,,,18.45885,14.47605,,
,,,18.4656,14.47678,,
,,,18.47225,14.47637,,
,,,18.47887,14.47513,,
,,,18.48558,14.47403,,
,,,18.49225,14.47482,,
,,,18.49887,14.47338,,
,,,18.50556,14.47189,,
,,,18.51227,14.47396,,
,,,18.5189,14.47302,,
,,,18.52556,14.47159,,
,,,18.53227,14.47362,,
,,,18.5389,14.47215,,
,,,18.5455,14.46903,,
,,,18.55225,14.47267,,
,,,18.5589,14.47121,,
,,,18.5655,14.46855,,
,,,18.57227,14.47119,,
,,,18.57892,14.46922,,
,,,18.5855,14.46696,,
,,,18.59229,14.46915,,
,,,18.59892,14.4673,,
,,,18.60552,14.46564,,
,,,18.61227,14.46603,,
,,,18.61894,14.46532,,
,,,18.6255,14.46284,,
,,,18.63225,14.46345,,
,,,18.6389,14.46327,,
,,,18.64554,14.46187,,
,,,18.65225,14.4613,,
,,,18.65892,14.46182,,
,,,18.66554,14.45991,,
,,,18.67223,14.45826,,
,,,18.6789,14.45967,,
,,,18.68554,14.45856,,
,,,18.69221,14.45669,,
,,,18.69894,14.45864,,
,,,18.70556,14.457,,
,,,18.71219,14.45421,,
,,,18.71894,14.45692,,
,,,18.7256,14.45476,,
,,,18.73221,14.45193,,
,,,18.73896,14.45374,,
,,,18.7456,14.45231,,
,,,18.75217,14.44908,,
,,,18.75894,14.45104,,
,,,18.76558,14.44929,,
,,,18.77219,14.44777,,
,,,18.77894,14.44829,,
,,,18.7856,14.44794,,
,,,18.79217,14.44552,,
,,,18.79892,14.44509,,
,,,18.80556,14.44493,,
,,,18.81219,14.44359,,
,,,18.8189,14.44238,,
,,,18.82558,14.44299,,
,,,18.83219,14.44102,,
,,,18.83892,14.43977,,
,,,18.84558,14.44062,,
,,,18.85225,14.43908,,
,,,18.85888,14.436,,
,,,18.8656,14.43792,,
,,,18.87223,14.43575,,
,,,18.87883,14.43205,,
,,,18.88558,14.43497,,
,,,18.89225,14.4328,,
,,,18.89885,14.4304,,
,,,18.9056,14.43216,,
,,,18.91225,14.43044,,
,,,18.91883,14.42625,,
,,,18.9256,14.42803,,
,,,18.93223,14.4261,,
,,,18.93883,14.42448,,
,,,18.9456,14.42459,,
,,,18.95225,14.42342,,
,,,18.95885,14.42069,,
,,,18.96558,14.42035,,
,,,18.97225,14.4198,,
,,,18.97887,14.418,,
,,,18.98558,14.41604,,
,,,18.99227,14.41642,,
,,,18.99887,14.41368,,
,,,19.00556,14.41118,,
,,,19.01225,14.41217,,
,,,19.0189,14.41083,,
,,,19.02556,14.40767,,
,,,19.03227,14.40907,,
,,,19.03892,14.40698,,
,,,19.0455,14.40271,,
,,,19.05225,14.405,,
,,,19.0589,14.40202,,
,,,19.0655,14.39948,,
,,,19.07227,14.40018,,
,,,19.07892,14.39826,,
,,,19.0855,14.39545,,
,,,19.09229,14.39668,,
,,,19.09892,14.39368,,
,,,19.10552,14.39095,,
,,,19.11225,14.39068,,
,,,19.11892,14.3887,,
,,,19.1255,14.38618,,
,,,19.13225,14.38545,,
,,,19.1389,14.38407,,
,,,19.14552,14.38178,,
,,,19.15227,14.38046,,
,,,19.15894,14.37956,,
,,,19.16554,14.37685,,
,,,19.17223,14.37402,,
,,,19.17892,14.37542,,
,,,19.18554,14.3725,,
,,,19.19221,14.36944,,
,,,19.19892,14.37081,,
,,,19.20556,14.36858,,
,,,19.21221,14.36424,,
,,,19.21896,14.3662,,
,,,19.2256,14.36285,,
,,,19.23221,14.35888,,
,,,19.23896,14.35931,,
,,,19.24558,14.35633,,
,,,19.25217,14.35249,,
,,,19.25894,14.35386,,
,,,19.26556,14.35096,,
,,,19.27219,14.34808,,
,,,19.27894,14.34779,,
,,,19.2856,14.34557,,
,,,19.29217,14.3421,,
,,,19.29894,14.34082,,
,,,19.30558,14.33903,,
,,,19.31219,14.33589,,
,,,19.31892,14.33407,,
,,,19.32558,14.333,,
,,,19.33219,14.32989,,
,,,19.33892,14.32769,,
,,,19.3456,14.32764,,
,,,19.35225,14.3242,,
,,,19.3589,14.32004,,
,,,19.3656,14.31993,,
,,,19.37223,14.31664,,
,,,19.37883,14.31161,,
,,,19.38558,14.31285,,
,,,19.39225,14.30979,,
,,,19.39885,14.30622,,
,,,19.4056,14.30594,,
,,,19.41225,14.30283,,
,,,19.41883,14.29784,,
,,,19.4256,14.29845,,
,,,19.43225,14.29458,,
,,,19.43885,14.29135,,
,,,19.4456,14.29012,,
,,,19.45225,14.28715,,
,,,19.45885,14.28328,,
,,,19.4656,14.28111,,
,,,19.47225,14.27884,,
,,,19.47887,14.27511,,
,,,19.48558,14.27169,,
,,,19.49227,14.27044,,
,,,19.49885,14.26586,,
,,,19.50556,14.26241,,
,,,19.51225,14.2619,,
,,,19.5189,14.25807,,
,,,19.52556,14.25401,,
,,,19.53225,14.2533,,
,,,19.5389,14.24933,,
,,,19.5455,14.24359,,
,,,19.55225,14.24442,,
,,,19.5589,14.2396,,
,,,19.5655,14.23483,,
,,,19.57227,14.23428,,
,,,19.57892,14.22999,,
,,,19.5855,14.2245,,
,,,19.59229,14.22382,,
,,,19.59892,14.21906,,
,,,19.6055,14.21458,,
,,,19.61227,14.21247,,
,,,19.61892,14.20937,,
,,,19.6255,14.20364,,
,,,19.63225,14.20137,,
,,,19.6389,14.19778,,
,,,19.64552,14.19334,,
,,,19.65225,14.1895,,
,,,19.65894,14.18733,,
,,,19.66554,14.18223,,
,,,19.67221,14.17686,,
,,,19.6789,14.17577,,
,,,19.68554,14.17124,,
,,,19.69219,14.16584,,
,,,19.69892,14.16456,,
,,,19.70556,14.16007,,
,,,19.71219,14.15363,,
,,,19.71896,14.15303,,
,,,19.72558,14.14746,,
,,,19.73221,14.14156,,
,,,19.73896,14.13908,,
,,,19.7456,14.13405,,
,,,19.75217,14.12698,,
,,,19.75894,14.12529,,
,,,19.76558,14.1204,,
,,,19.77221,14.11514,,
,,,19.77894,14.11148,,
,,,19.7856,14.10722,,
,,,19.79217,14.10158,,
,,,19.79892,14.09811,,
,,,19.80556,14.09449,,
,,,19.81219,14.08889,,
,,,19.8189,14.08461,,
,,,19.82556,14.08128,,
,,,19.83221,14.07514,,
,,,19.8389,14.06942,,
,,,19.8456,14.06659,,
,,,19.85225,14.06034,,
,,,19.8589,14.05319,,
,,,19.86558,14.05048,,
,,,19.87223,14.0442,,
,,,19.87883,14.03643,,
,,,19.88558,14.03468,,
,,,19.89223,14.02819,,
,,,19.89885,14.02177,,
,,,19.9056,14.01873,,
,,,19.91225,14.01238,,
,,,19.91883,14.00499,,
,,,19.9256,14.00184,,
,,,19.93223,13.99574,,
,,,19.93885,13.98849,,
,,,19.9456,13.98475,,
,,,19.95225,13.97789,,
,,,19.95883,13.97107,,
,,,19.96562,13.96623,,
,,,19.97225,13.96058,,
,,,19.97887,13.95335,,
,,,19.98558,13.94691,,
,,,19.99225,13.942,,
,,,19.99885,13.9346,,
,,,20.00558,13.92766,,
,,,20.01225,13.92417,,
,,,20.0189,13.91648,,
,,,20.02556,13.90925,,
,,,20.03227,13.90526,,
,,,20.03892,13.89786,,
,,,20.04552,13.88793,,
,,,20.05227,13.88458,,
,,,20.0589,13.87645,,
,,,20.0655,13.86847,,
,,,20.07227,13.86422,,
,,,20.07892,13.85687,,
,,,20.0855,13.84711,,
,,,20.09229,13.84296,,
,,,20.09892,13.83439,,
,,,20.10552,13.82621,,
,,,20.11227,13.82028,,
,,,20.11892,13.81292,,
,,,20.1255,13.80352,,
,,,20.13227,13.79714,,
,,,20.13892,13.79038,,
,,,20.14554,13.7816,,
,,,20.15225,13.77394,,
,,,20.15894,13.76729,,
,,,20.16554,13.75889,,
,,,20.17221,13.74908,,
,,,20.17892,13.7439,,
,,,20.18554,13.73474,,
,,,20.19221,13.72596,,
,,,20.19892,13.72015,,
,,,20.20556,13.71097,,
,,,20.21219,13.70041,,
,,,20.21894,13.69587,,
,,,20.22558,13.68588,,
,,,20.23221,13.67571,,
,,,20.23896,13.66955,,
,,,20.2456,13.65981,,
,,,20.25217,13.64835,,
,,,20.25894,13.64241,,
,,,20.26556,13.63304,,
,,,20.27219,13.62249,,
,,,20.27896,13.61532,,
,,,20.2856,13.60594,,
,,,20.29217,13.59522,,
,,,20.29892,13.58678,,
,,,20.30556,13.57814,,
,,,20.31217,13.56817,,
,,,20.3189,13.55916,,
,,,20.32558,13.5514,,
,,,20.33221,13.54101,,
,,,20.3389,13.5298,,
,,,20.34558,13.52174,,
,,,20.35225,13.51091,,
,,,20.35888,13.49924,,
,,,20.36558,13.49133,,
,,,20.37223,13.48015,,
,,,20.37883,13.46747,,
,,,20.38558,13.46141,,
,,,20.39225,13.44947,,
,,,20.39885,13.43804,,
,,,20.4056,13.42975,,
,,,20.41225,13.41813,,
,,,20.41883,13.40476,,
,,,20.4256,13.39676,,
,,,20.43223,13.38512,,
,,,20.43883,13.37289,,
,,,20.4456,13.36333,,
,,,20.45225,13.35189,,
,,,20.45885,13.33938,,
,,,20.4656,13.32874,,
,,,20.47225,13.31761,,
,,,20.47887,13.30508,,
,,,20.48558,13.29258,,
,,,20.49227,13.2828,,
,,,20.49887,13.26996,,
,,,20.50556,13.25742,,
,,,20.51225,13.24729,,
,,,20.5189,13.23468,,
,,,20.52556,13.22068,,
,,,20.53227,13.21085,,
,,,20.5389,13.19789,,
,,,20.54552,13.18243,,
,,,20.55227,13.17354,,
,,,20.5589,13.15935,,
,,,20.56552,13.14527,,
,,,20.57227,13.13488,,
,,,20.57892,13.12076,,
,,,20.58552,13.10561,,
,,,20.59229,13.09551,,
,,,20.59892,13.08027,,
,,,20.60552,13.06535,,
,,,20.61227,13.0531,,
,,,20.61892,13.0399,,
,,,20.6255,13.02468,,
,,,20.63227,13.01263,,
,,,20.6389,12.99955,,
,,,20.64554,12.98513,,
,,,20.65225,12.97096,,
,,,20.65892,12.95783,,
,,,20.66556,12.94292,,
,,,20.67223,12.92734,,
,,,20.67892,12.9152,,
,,,20.68554,12.89963,,
,,,20.69221,12.88363,,
,,,20.69892,12.87177,,
,,,20.70556,12.85589,,
,,,20.71221,12.83871,,
,,,20.71896,12.82662,,
,,,20.7256,12.80994,,
,,,20.73221,12.79268,,
,,,20.73896,12.77958,,
,,,20.74558,12.76316,,
,,,20.75217,12.74489,,
,,,20.75896,12.73253,,
,,,20.76558,12.71529,,
,,,20.77219,12.69879,,
,,,20.77894,12.68411,,
,,,20.7856,12.66821,,
,,,20.79217,12.64997,,
,,,20.79892,12.63477,,
,,,20.80556,12.6189,,
,,,20.81219,12.60108,,
,,,20.81892,12.58378,,
,,,20.82558,12.56858,,
,,,20.83221,12.55073,,
,,,20.83892,12.53254,,
,,,20.8456,12.51784,,
,,,20.85225,12.49902,,
,,,20.8589,12.47954,,
,,,20.8656,12.46458,,
,,,20.87223,12.44578,,
,,,20.87883,12.42559,,
,,,20.88558,12.41133,,
,,,20.89225,12.39274,,
,,,20.89885,12.37303,,
,,,20.9056,12.35702,,
,,,20.91225,12.33734,,
,,,20.91883,12.31666,,
,,,20.9256,12.30077,,
,,,20.93225,12.28091,,
,,,20.93883,12.26089,,
,,,20.94558,12.24345,,
,,,20.95225,12.22432,,
,,,20.95885,12.20368,,
,,,20.9656,12.18448,,
,,,20.97225,12.16462,,
,,,20.9789,12.14464,,
,,,20.98558,12.12437,,
,,,20.99225,12.10534,,
,,,20.99887,12.08394,,
,,,21.00556,12.0635,,
,,,21.01225,12.04493,,
,,,21.0189,12.02364,,
,,,21.02556,12.00201,,
,,,21.03227,11.98332,,
,,,21.0389,11.96106,,
,,,21.0455,11.93736,,
,,,21.05225,11.91994,,
,,,21.0589,11.89787,,
,,,21.0655,11.87475,,
,,,21.07227,11.8562,,
,,,21.07892,11.83302,,
,,,21.0855,11.80874,,
,,,21.09229,11.78963,,
,,,21.09892,11.76604,,
,,,21.10552,11.74216,,
,,,21.11227,11.72104,,
,,,21.11892,11.69908,,
,,,21.1255,11.67413,,
,,,21.13225,11.65261,,
,,,21.1389,11.63038,,
,,,21.14554,11.60644,,
,,,21.15227,11.58323,,
,,,21.15894,11.56088,,
,,,21.16554,11.5362,,
,,,21.17221,11.51159,,
,,,21.1789,11.49042,,
,,,21.18554,11.4655,,
,,,21.19221,11.44065,,
,,,21.19892,11.41882,,
,,,21.20556,11.39311,,
,,,21.21219,11.36641,,
,,,21.21894,11.34492,,
,,,21.22558,11.31815,,
,,,21.23221,11.29111,,
,,,21.23896,11.26797,,
,,,21.2456,11.2421,,
,,,21.25217,11.21442,,
,,,21.25894,11.19176,,
,,,21.26558,11.16534,,
,,,21.27219,11.13873,,
,,,21.27894,11.11353,,
,,,21.2856,11.08754,,
,,,21.29219,11.05945,,
,,,21.29894,11.03384,,
,,,21.30558,11.00752,,
,,,21.31219,10.98015,,
,,,21.3189,10.95271,,
,,,21.32558,10.92705,,
,,,21.33221,10.89869,,
,,,21.33892,10.87031,,
,,,21.3456,10.84429,,
,,,21.35223,10.81483,,
,,,21.35888,10.78545,,
,,,21.36558,10.75926,,
,,,21.37223,10.72995,,
,,,21.37885,10.69921,,
,,,21.38558,10.6746,,
,,,21.39225,10.64425,,
,,,21.39885,10.61378,,
,,,21.4056,10.58655,,
,,,21.41227,10.55643,,
,,,21.41883,10.5248,,
,,,21.4256,10.49791,,
,,,21.43225,10.46607,,
,,,21.43883,10.43503,,
,,,21.4456,10.40621,,
,,,21.45225,10.37513,,
,,,21.45885,10.34292,,
,,,21.4656,10.31269,,
,,,21.47225,10.2818,,
,,,21.47887,10.2495,,
,,,21.48558,10.21768,,
,,,21.49227,10.18724,,
,,,21.49885,10.15402,,
,,,21.50556,10.12167,,
,,,21.51225,10.09257,,
,,,21.5189,10.05906,,
,,,21.52556,10.02495,,
,,,21.53227,9.994054,,
,,,21.53892,9.960063,,
,,,21.5455,9.923697,,
,,,21.55227,9.894522,,
,,,21.55892,9.859546,,
,,,21.5655,9.824284,,
,,,21.57225,9.792423,,
,,,21.57892,9.757646,,
,,,21.58552,9.721065,,
,,,21.59227,9.688671,,
,,,21.59894,9.652837,,
,,,21.60552,9.616303,,
,,,21.61227,9.582567,,
,,,21.61892,9.546988,,
,,,21.6255,9.510303,,
,,,21.63225,9.475668,,
,,,21.6389,9.440271,,
,,,21.64554,9.402983,,
,,,21.65225,9.366695,,
,,,21.65894,9.33059,,
,,,21.66556,9.292547,,
,,,21.67221,9.254336,,
,,,21.6789,9.21936,,
,,,21.68554,9.181826,,
,,,21.69221,9.142478,,
,,,21.69892,9.107018,,
,,,21.70556,9.067965,,
,,,21.71219,9.027791,,
,,,21.71894,8.991456,,
,,,21.7256,8.951409,,
,,,21.73221,8.909965,,
,,,21.73896,8.872986,,
,,,21.74558,8.832399,,
,,,21.75217,8.791232,,
,,,21.75892,8.754198,,
,,,21.76556,8.713102,,
,,,21.77221,8.672087,,
,,,21.77894,8.632668,,
,,,21.7856,8.59108,,
,,,21.79217,8.548196,,
,,,21.79894,8.508404,,
,,,21.80556,8.466768,,
,,,21.81219,8.424298,,
,,,21.81892,8.382328,,
,,,21.82558,8.340454,,
,,,21.83221,8.296712,,
,,,21.83892,8.253034,,
,,,21.8456,8.211787,,
,,,21.85225,8.167195,,
,,,21.85888,8.122222,,
,,,21.8656,8.080013,,
,,,21.87223,8.034642,,
,,,21.87883,7.988389,,
,,,21.88558,7.946873,,
,,,21.89225,7.900238,,
,,,21.89885,7.853802,,
,,,21.9056,7.809901,,
,,,21.91225,7.762909,,
,,,21.91883,7.714406,,
,,,21.9256,7.670919,,
,,,21.93223,7.623156,,
,,,21.93885,7.574654,,
,,,21.9456,7.528631,,
,,,21.95225,7.47989,,
,,,21.95885,7.429782,,
,,,21.9656,7.38221,,
,,,21.97227,7.333938,,
,,,21.97887,7.284061,,
,,,21.98558,7.234279,,
,,,21.99227,7.186309,,
,,,21.9989,7.134692,,
,,,22.00556,7.083869,,
,,,22.01225,7.035104,,
,,,22.0189,6.983193,,
,,,22.02556,6.930295,,
,,,22.03225,6.880522,,
,,,22.03892,6.827132,,
,,,22.04552,6.772319,,
,,,22.05225,6.722959,,
,,,22.0589,6.669005,,
,,,22.06552,6.613835,,
,,,22.07227,6.56236,,
,,,22.07892,6.507039,,
,,,22.08552,6.450836,,
,,,22.09229,6.398773,,
,,,22.09892,6.341322,,
,,,22.10552,6.284253,,
,,,22.11225,6.229989,,
,,,22.11892,6.173491,,
,,,22.1255,6.114666,,
,,,22.13227,6.059456,,
,,,22.1389,6.001607,,
,,,22.14554,5.942337,,
,,,22.15225,5.883026,,
,,,22.15894,5.824248,,
,,,22.16554,5.763046,,
,,,22.17223,5.703052,,
,,,22.17892,5.643829,,
,,,22.18554,5.581617,,
,,,22.19219,5.518246,,
,,,22.19892,5.458132,,
,,,22.20558,5.393227,,
,,,22.21221,5.326954,,
,,,22.21894,5.26398,,
,,,22.2256,5.195419,,
,,,22.23221,5.125419,,
,,,22.23894,5.058861,,
,,,22.2456,4.98751,,
,,,22.25219,4.911169,,
,,,22.25894,4.839412,,
,,,22.2656,4.762141,,
,,,22.27221,4.682493,,
,,,22.27894,4.603505,,
,,,22.2856,4.518811,,
,,,22.29219,4.429817,,
,,,22.29892,4.340108,,
,,,22.30558,4.229514,,
,,,22.31221,4.084221,,
,,,22.31971,-12.39889,,
,,,22.31971,-12.39641,,
