1 _ 1,,,,,,
時間,ストローク,試験力,ストローク,試験力,ストローク,試験力
sec,mm,kN,mm,kN,mm,kN
160,2.666104,3.880699,5.332208,10.16344,2.666083,5.792085
160.2,2.669479,3.88217,5.338896,10.16915,2.669437,5.794716
160.4,2.672792,3.882631,5.345604,10.17776,2.672792,5.79892
160.6,2.676125,3.884212,5.352229,10.18207,2.676125,5.80171
160.8,2.679458,3.885023,5.358896,10.186,2.679437,5.804189
161,2.682771,3.884959,5.365583,10.19452,2.682792,5.807614
161.2,2.686104,3.886763,5.372229,10.19948,2.686104,5.810269
161.4,2.689479,3.888321,5.378854,10.20284,2.689437,5.813344
161.6,2.692792,3.889394,5.385583,10.21262,2.692792,5.81673
161.8,2.696125,3.889338,5.392229,10.21733,2.696146,5.819607
162,2.699458,3.890634,5.398854,10.22194,2.699458,5.822372
162.2,2.702771,3.891333,5.405604,10.23088,2.702812,5.825265
162.4,2.706104,3.892152,5.412271,10.23605,2.706125,5.826982
162.6,2.709458,3.893693,5.418833,10.23949,2.709417,5.829485
162.8,2.712792,3.894472,5.425604,10.24878,2.712792,5.833117
163,2.716125,3.895338,5.432229,10.25329,2.716146,5.836678
163.2,2.719458,3.896141,5.438833,10.25866,2.719458,5.838672
163.4,2.722771,3.896427,5.445604,10.26685,2.722792,5.841208
163.6,2.726083,3.897588,5.452271,10.27253,2.726104,5.843862
163.8,2.729458,3.89909,5.458854,10.27599,2.729417,5.846143
164,2.732792,3.900599,5.465604,10.28326,2.732792,5.849266
164.2,2.736125,3.90075,5.47225,10.28941,2.736146,5.852636
164.4,2.739458,3.901808,5.478896,10.29415,2.739458,5.855068
164.6,2.742771,3.902531,5.485583,10.2991,2.742792,5.857817
164.8,2.746083,3.903095,5.492271,10.30712,2.746104,5.860575
165,2.749458,3.904621,5.498875,10.3114,2.749438,5.862752
165.2,2.752812,3.905821,5.505562,10.31621,2.752771,5.865749
165.4,2.756125,3.906433,5.51225,10.32443,2.756146,5.869555
165.6,2.759479,3.907561,5.518917,10.32992,2.759458,5.872107
165.8,2.762792,3.908197,5.525562,10.33409,2.762812,5.874292
166,2.766083,3.908372,5.532271,10.34241,2.766146,5.87736
166.2,2.769438,3.909779,5.538917,10.34727,2.769438,5.879331
166.4,2.772792,3.911479,5.545521,10.34981,2.772771,5.882064
166.6,2.776125,3.912187,5.55225,10.35884,2.776125,5.885323
166.8,2.779458,3.912886,5.558917,10.36368,2.779458,5.888422
167,2.782812,3.913991,5.5655,10.36796,2.782792,5.890957
167.2,2.786104,3.914642,5.57225,10.37628,2.786125,5.893803
167.4,2.789438,3.915238,5.578917,10.3815,2.789438,5.895686
167.6,2.792792,3.916804,5.585521,10.38508,2.79275,5.898301
167.8,2.796146,3.917646,5.592292,10.39426,2.796125,5.901766
168,2.799458,3.918513,5.598917,10.39842,2.799479,5.90477
168.2,2.802792,3.919331,5.605521,10.40324,2.802792,5.907178
168.4,2.806104,3.919768,5.61225,10.40973,2.806125,5.909546
168.6,2.809438,3.920507,5.618917,10.41625,2.809458,5.91205
168.8,2.812813,3.921962,5.6255,10.41908,2.812771,5.914521
169,2.816146,3.92348,5.63225,10.42669,2.816125,5.917819
169.2,2.819458,3.923837,5.638896,10.43279,2.819458,5.920831
169.4,2.822813,3.924537,5.645542,10.43744,2.822792,5.923358
169.6,2.826125,3.925403,5.652271,10.44362,2.826125,5.926228
169.8,2.829437,3.925951,5.658937,10.44986,2.829458,5.928898
170,2.832771,3.927159,5.665542,10.4553,2.83275,5.930583
170.2,2.836146,3.928606,5.672229,10.4591,2.836104,5.933356
170.4,2.839458,3.928884,5.678896,10.46747,2.839479,5.937306
170.6,2.842792,3.929647,5.685542,10.47256,2.842792,5.940095
170.8,2.846125,3.930116,5.692208,10.47643,2.846125,5.942416
171,2.849417,3.930553,5.698916,10.48517,2.849458,5.945285
171.2,2.852771,3.931975,5.705563,10.48959,2.852771,5.947701
171.4,2.856146,3.933382,5.712208,10.4936,2.856104,5.950443
171.6,2.859458,3.933859,5.718937,10.50185,2.859458,5.953463
171.8,2.862792,3.934566,5.725604,10.50564,2.862813,5.956706
172,2.866125,3.935623,5.732208,10.50982,2.866125,5.958962
172.2,2.869437,3.936275,5.738937,10.51791,2.869458,5.961291
172.4,2.872771,3.937038,5.745583,10.52217,2.872771,5.963508
172.6,2.876125,3.938206,5.752167,10.52507,2.876083,5.965742
172.8,2.879479,3.939223,5.758937,10.53455,2.879458,5.969063
173,2.882813,3.939533,5.765583,10.53843,2.882813,5.972131
173.2,2.886146,3.940551,5.772187,10.54296,2.886125,5.974428
173.4,2.889437,3.940336,5.778937,10.5507,2.889479,5.976367
173.6,2.89275,3.941147,5.785604,10.55578,2.892792,5.978807
173.8,2.896125,3.943038,5.792167,10.55968,2.896104,5.980786
174,2.899479,3.944214,5.798917,10.56571,2.899458,5.983734
174.2,2.902792,3.944771,5.805562,10.57208,2.902812,5.986794
174.4,2.906125,3.945279,5.812188,10.57653,2.906125,5.989591
174.6,2.909437,3.946058,5.818917,10.58199,2.909479,5.991761
174.8,2.912771,3.946892,5.825583,10.58918,2.912792,5.994066
175,2.916125,3.947942,5.832188,10.59396,2.916083,5.996076
175.2,2.919458,3.949006,5.838896,10.59823,2.919437,5.998755
175.4,2.922792,3.949435,5.845583,10.60646,2.922812,6.00237
175.6,2.926125,3.950493,5.852229,10.61074,2.926146,6.005112
175.8,2.929458,3.950651,5.858875,10.61422,2.929458,6.006972
176,2.93275,3.951176,5.865583,10.62202,2.932792,6.009459
176.2,2.936104,3.952257,5.872229,10.62661,2.936104,6.011597
176.4,2.939479,3.953815,5.878833,10.6298,2.939458,6.014156
176.6,2.942812,3.95453,5.885583,10.63947,2.942812,6.017303
176.8,2.946125,3.954291,5.89225,10.64288,2.946146,6.019815
177,2.949458,3.955444,5.898854,10.64691,2.949479,6.022398
177.2,2.952792,3.955857,5.905604,10.65516,2.952792,6.025092
177.4,2.956104,3.956962,5.91225,10.6598,2.956104,6.026888
177.6,2.959458,3.958146,5.918833,10.66257,2.959417,6.028708
177.8,2.962812,3.958956,5.925604,10.67181,2.962771,6.031847
178,2.966125,3.959091,5.93225,10.67638,2.966146,6.035487
178.2,2.969458,3.960006,5.938833,10.68034,2.969458,6.037426
178.4,2.972771,3.960061,5.945583,10.68792,2.972792,6.039985
178.6,2.976083,3.960713,5.952271,10.69314,2.976125,6.042067
178.8,2.979458,3.96231,5.958854,10.69651,2.979437,6.044324
179,2.982812,3.963423,5.965604,10.70326,2.982771,6.04732
179.2,2.986125,3.963208,5.97225,10.70905,2.986125,6.05011
179.4,2.989458,3.964194,5.978875,10.71348,2.989458,6.052566
179.6,2.992792,3.965068,5.985583,10.71823,2.992792,6.055021
179.8,2.996104,3.965235,5.99225,10.72459,2.996125,6.057533
180,2.999458,3.966244,5.998875,10.72933,2.999438,6.058995
180.2,3.002812,3.967174,6.005562,10.73279,3.002771,6.06176
180.4,3.006146,3.968127,6.01225,10.74167,3.006146,6.064757
180.6,3.009479,3.968358,6.018896,10.74577,3.009479,6.067642
180.8,3.012792,3.969113,6.025562,10.75037,3.012792,6.069962
181,3.016104,3.969486,6.03225,10.75789,3.016125,6.072561
181.2,3.019438,3.970575,6.038917,10.76172,3.019438,6.07419
181.4,3.022812,3.97234,6.045521,10.76411,3.022771,6.076439
181.6,3.026125,3.972594,6.05225,10.77306,3.026125,6.079117
181.8,3.029458,3.972936,6.058896,10.77724,3.029479,6.08178
182,3.032792,3.973762,6.0655,10.78018,3.032792,6.084156
182.2,3.036104,3.973905,6.07225,10.78848,3.036125,6.086739
182.4,3.039438,3.974883,6.078896,10.79257,3.039438,6.088463
182.6,3.042792,3.976138,6.0855,10.79533,3.042771,6.090108
182.8,3.046146,3.976862,6.092292,10.8047,3.046125,6.093296
183,3.049458,3.977251,6.098917,10.80801,3.049458,6.096474
183.2,3.052792,3.977919,6.105521,10.81217,3.052792,6.098366
183.4,3.056104,3.978117,6.112271,10.81855,3.056125,6.100527
183.6,3.059417,3.978451,6.118917,10.82366,3.059438,6.102808
183.8,3.062792,3.98051,6.1255,10.82657,3.062771,6.10489
184,3.066146,3.980994,6.13225,10.83333,3.066125,6.107513
184.2,3.069458,3.981423,6.138896,10.83895,3.069479,6.1107
184.4,3.072813,3.982099,6.145521,10.84346,3.072792,6.11302
184.6,3.076125,3.982504,6.15225,10.84852,3.076146,6.115182
184.8,3.079437,3.982488,6.158937,10.85496,3.079458,6.117606
185,3.082771,3.983974,6.165542,10.85868,3.082771,6.119379
185.2,3.086146,3.985238,6.172208,10.86245,3.086104,6.121524
185.4,3.089458,3.985357,6.178896,10.87066,3.089479,6.125077
185.6,3.092813,3.986311,6.185563,10.87519,3.092792,6.127453
185.8,3.096125,3.986343,6.192208,10.87907,3.096125,6.129488
186,3.099417,3.986049,6.198916,10.88701,3.099458,6.13211
186.2,3.102771,3.98771,6.205583,10.89071,3.10275,6.134033
186.4,3.106146,3.989021,6.212208,10.89394,3.106104,6.136155
186.6,3.109458,3.989673,6.218937,10.90277,3.109458,6.139207
186.8,3.112792,3.990014,6.225583,10.90656,3.112792,6.141933
187,3.116125,3.990753,6.232187,10.90937,3.116125,6.143896
187.2,3.119458,3.990905,6.238958,10.91704,3.119458,6.146399
187.4,3.122771,3.99158,6.245604,10.92162,3.122771,6.148505
187.6,3.126125,3.993352,6.252167,10.92376,3.126104,6.150261
187.8,3.129458,3.993845,6.258937,10.93207,3.129458,6.152932
188,3.132792,3.994091,6.265563,10.93626,3.132813,6.156278
188.2,3.136146,3.99487,6.272187,10.94038,3.136125,6.158201
188.4,3.139437,3.994783,6.278937,10.94693,3.139479,6.160164
188.6,3.14275,3.995037,6.285604,10.9523,3.142792,6.162349
188.8,3.146125,3.996833,6.292187,10.95538,3.146104,6.164122
189,3.149458,3.997787,6.298917,10.96159,3.149458,6.166553
189.2,3.152792,3.997858,6.305562,10.96735,3.152812,6.169351
189.4,3.156125,3.998264,6.312187,10.97129,3.156146,6.171791
189.6,3.159437,3.999058,6.318896,10.97647,3.159479,6.173778
189.8,3.162771,3.999122,6.325583,10.98266,3.162792,6.17578
190,3.166104,4.00041,6.332208,10.98699,3.166083,6.177124
190.2,3.169458,4.00149,6.338917,10.99112,3.169437,6.1795
190.4,3.172792,4.00188,6.345583,10.99819,3.172792,6.182901
190.6,3.176125,4.002396,6.352229,11.00223,3.176125,6.185412
190.8,3.179437,4.002579,6.358875,11.0049,3.179458,6.187057
191,3.182771,4.003223,6.365583,11.01252,3.182792,6.189624
191.2,3.186104,4.003707,6.372229,11.01603,3.186104,6.191937
191.4,3.189479,4.004756,6.378854,11.01854,3.189437,6.193844
191.6,3.192812,4.005146,6.385583,11.02753,3.192792,6.196769
191.8,3.196125,4.005305,6.39225,11.03019,3.196125,6.199622
192,3.199458,4.006124,6.398854,11.03404,3.199458,6.201116
192.2,3.202771,4.00641,6.405604,11.04155,3.202792,6.203397
192.4,3.206104,4.006235,6.412271,11.04598,3.206104,6.204978
192.6,3.209458,4.008047,6.418833,11.04793,3.209437,6.206759
192.8,3.212792,4.008675,6.425604,11.05676,3.212792,6.209485
193,3.216125,4.00885,6.432229,11.06065,3.216146,6.212592
193.2,3.219458,4.009175,6.438854,11.06498,3.219458,6.214102
193.4,3.222771,4.009477,6.445604,11.07166,3.222792,6.21601
193.6,3.226083,4.009803,6.45225,11.0765,3.226104,6.217941
193.8,3.229458,4.011091,6.458854,11.08022,3.229437,6.220118
194,3.232792,4.011949,6.465604,11.08642,3.232771,6.222764
194.2,3.236125,4.011949,6.47225,11.0912,3.236125,6.22553
194.4,3.239458,4.012672,6.478896,11.0954,3.239458,6.227676
194.6,3.242792,4.012958,6.485604,11.10002,3.242792,6.229528
194.8,3.246104,4.013133,6.492271,11.10625,3.246125,6.231841
195,3.249458,4.014524,6.498875,11.10989,3.249438,6.233191
195.2,3.252812,4.015406,6.505583,11.11391,3.252771,6.235758
195.4,3.256125,4.015422,6.51225,11.12115,3.256146,6.239311
195.6,3.259479,4.016161,6.518896,11.12455,3.259479,6.241131
195.8,3.262792,4.016662,6.525562,11.12835,3.262812,6.243173
196,3.266083,4.016074,6.532271,11.13582,3.266125,6.24516
196.2,3.269438,4.017576,6.538896,11.13946,3.269438,6.246924
196.4,3.272792,4.018537,6.5455,11.1414,3.272771,6.248895
196.6,3.276125,4.019213,6.55225,11.15023,3.276125,6.251462
196.8,3.279458,4.019038,6.558917,11.15386,3.279479,6.254395
197,3.282792,4.019737,6.5655,11.15641,3.282792,6.25596
197.2,3.286104,4.020127,6.572271,11.16388,3.286125,6.25813
197.4,3.289438,4.020341,6.578917,11.16811,3.289438,6.259934
197.6,3.292792,4.02232,6.5855,11.17036,3.29275,6.261142
197.8,3.296146,4.022344,6.592271,11.17845,3.296125,6.264067
198,3.299458,4.022797,6.598917,11.18187,3.299458,6.26711
198.2,3.302792,4.023075,6.605521,11.18534,3.302792,6.268811
198.4,3.306104,4.022948,6.61225,11.19161,3.306125,6.270862
198.6,3.309438,4.023472,6.618917,11.19629,3.309458,6.272761
198.8,3.312792,4.024784,6.625479,11.1994,3.312771,6.274509
199,3.316146,4.025587,6.632271,11.20578,3.316125,6.277275
199.2,3.319479,4.025547,6.638896,11.21039,3.319458,6.279842
199.4,3.322813,4.025737,6.645542,11.21431,3.322792,6.281511
199.6,3.326125,4.026318,6.65225,11.21894,3.326146,6.28349
199.8,3.329437,4.026047,6.658937,11.2248,3.329458,6.285842
200,3.332792,4.026914,6.665542,11.22909,3.33275,6.287018
200.2,3.336146,4.028249,6.672208,11.23151,3.336104,6.289633
200.4,3.339458,4.028455,6.678896,11.24001,3.339479,6.292486
200.6,3.342813,4.028908,6.685542,11.24334,3.342792,6.294981
200.8,3.346125,4.029234,6.692208,11.24659,3.346125,6.296674
201,3.349417,4.029091,6.698916,11.25447,3.349458,6.298614
201.2,3.35275,4.029981,6.705563,11.25872,3.352771,6.30041
201.4,3.356146,4.031873,6.712208,11.26056,3.356104,6.302389
201.6,3.359458,4.031857,6.718958,11.26893,3.359458,6.305464
201.8,3.362792,4.031777,6.725604,11.27199,3.362813,6.307435
202,3.366125,4.032548,6.732187,11.27431,3.366146,6.309422
202.2,3.369437,4.032572,6.738937,11.28147,3.369458,6.311464
202.4,3.372771,4.033184,6.745604,11.28561,3.372771,6.312951
202.6,3.376146,4.03413,6.752167,11.28692,3.376083,6.31446
202.8,3.379479,4.034901,6.758937,11.29483,3.379458,6.317099
203,3.382813,4.034766,6.765583,11.29827,3.382813,6.319809
203.2,3.386146,4.035354,6.772187,11.30233,3.386125,6.32147
203.4,3.389437,4.035258,6.778937,11.30815,3.389458,6.32321
203.6,3.39275,4.035362,6.785604,11.31287,3.392792,6.325189
203.8,3.396125,4.036418,6.792167,11.31585,3.396104,6.326684
204,3.399458,4.037841,6.798917,11.3212,3.399458,6.328646
204.2,3.402792,4.037491,6.805562,11.32636,3.402812,6.331333
204.4,3.406125,4.037968,6.812187,11.32997,3.406125,6.333184
204.6,3.409437,4.038191,6.818896,11.3347,3.409479,6.335274
204.8,3.412771,4.038223,6.825562,11.34027,3.412792,6.337039
205,3.416104,4.038993,6.832188,11.34419,3.416083,6.338128
205.2,3.419458,4.039899,6.838917,11.34826,3.419437,6.340424
205.4,3.422792,4.040051,6.845583,11.35533,3.422812,6.343714
205.6,3.426125,4.040647,6.852229,11.35841,3.426125,6.345566
205.8,3.429458,4.040766,6.858875,11.36162,3.429458,6.347156
206,3.432771,4.040702,6.865583,11.36884,3.432792,6.349468
206.2,3.436104,4.041409,6.872229,11.37237,3.436104,6.351399
206.4,3.439479,4.042689,6.878854,11.37429,3.439437,6.353036
206.6,3.442812,4.042999,6.885583,11.3829,3.442792,6.355842
206.8,3.446125,4.043039,6.89225,11.3861,3.446146,6.358147
207,3.449479,4.043754,6.898854,11.38898,3.449479,6.36007
207.2,3.452771,4.043889,6.905604,11.39588,3.452812,6.361842
207.4,3.456104,4.04408,6.91225,11.39982,3.456104,6.363233
207.6,3.459458,4.045097,6.918833,11.40227,3.459417,6.364528
207.8,3.462792,4.045621,6.925604,11.40992,3.462792,6.367095
208,3.466125,4.045796,6.932229,11.41308,3.466146,6.369503
208.2,3.469458,4.046226,6.938854,11.41653,3.469458,6.371275
208.4,3.472771,4.046424,6.945604,11.42351,3.472792,6.372754
208.6,3.476083,4.046384,6.95225,11.42752,3.476125,6.374876
208.8,3.479458,4.047561,6.958854,11.43045,3.479437,6.3761
209,3.482792,4.048491,6.965604,11.43609,3.482792,6.378714
209.2,3.486125,4.048411,6.97225,11.44051,3.486125,6.381186
209.4,3.489458,4.048451,6.978875,11.44408,3.489458,6.383085
209.6,3.492792,4.048888,6.985583,11.44809,3.492792,6.384722
209.8,3.496104,4.048935,6.992271,11.45383,3.496125,6.386813
210,3.499458,4.049881,6.998875,11.45712,3.499438,6.388172
210.2,3.502812,4.050366,7.005562,11.46041,3.502771,6.390023
210.4,3.506125,4.050819,7.01225,11.4677,3.506146,6.393226
210.6,3.509479,4.051137,7.018896,11.47109,3.509458,6.394974
210.8,3.512792,4.051558,7.025562,11.4741,3.512792,6.396612
211,3.516104,4.051169,7.03225,11.48125,3.516125,6.398487
211.2,3.519438,4.052019,7.038917,11.48535,3.519438,6.399759
211.4,3.522812,4.053664,7.0455,11.48601,3.522771,6.401944
211.6,3.526125,4.053068,7.05225,11.49398,3.526125,6.404289
211.8,3.529458,4.053267,7.058896,11.49731,3.529479,6.406339
212,3.532792,4.054308,7.0655,11.49964,3.532792,6.407809
212.2,3.536104,4.053966,7.072271,11.5068,3.536125,6.409629
212.4,3.539438,4.054284,7.078917,11.51028,3.539438,6.411203
212.6,3.542792,4.055604,7.0855,11.51265,3.54275,6.41249
212.8,3.546125,4.056016,7.092291,11.52022,3.546125,6.4152
213,3.549458,4.055707,7.098917,11.52291,3.549458,6.417712
213.2,3.552792,4.056295,7.105521,11.52569,3.552792,6.419047
213.4,3.556104,4.056303,7.112271,11.53221,3.556125,6.420597
213.6,3.559438,4.05635,7.118917,11.53647,3.559438,6.422678
213.8,3.562792,4.057805,7.1255,11.53899,3.562771,6.423966
214,3.566146,4.058242,7.132271,11.54486,3.566125,6.426048
214.2,3.569458,4.057988,7.138896,11.54894,3.569479,6.428448
214.4,3.572813,4.058274,7.145542,11.55256,3.572792,6.430729
214.6,3.576125,4.058782,7.15225,11.55718,3.576125,6.432319
214.8,3.579437,4.058798,7.158937,11.56248,3.579458,6.434313
215,3.582771,4.05949,7.165542,11.56545,3.582771,6.434623
215.2,3.586146,4.060411,7.172229,11.56788,3.586104,6.436777
215.4,3.589458,4.060093,7.178896,11.57537,3.589479,6.439495
215.6,3.592792,4.060658,7.185563,11.57851,3.592792,6.441291
215.8,3.596125,4.061039,7.192187,11.58117,3.596125,6.443071
216,3.599417,4.060769,7.198916,11.58859,3.599458,6.445035
216.2,3.602771,4.061524,7.205563,11.59191,3.602771,6.44652
216.4,3.606146,4.062716,7.212208,11.5938,3.606104,6.448364
216.6,3.609458,4.062541,7.218958,11.60211,3.609479,6.45121
216.8,3.612792,4.062311,7.225604,11.60381,3.612792,6.45291
217,3.616125,4.063145,7.232208,11.60653,3.616125,6.454643
217.2,3.619437,4.063416,7.238937,11.61288,3.619458,6.456415
217.4,3.622771,4.063264,7.245604,11.61658,3.622771,6.457829
217.6,3.626146,4.064449,7.252167,11.61833,3.626083,6.459633
217.8,3.629479,4.064465,7.258937,11.62596,3.629458,6.461906
218,3.632792,4.064663,7.265583,11.62912,3.632813,6.464219
218.2,3.636125,4.065005,7.272187,11.63216,3.636125,6.465816
218.4,3.639437,4.064536,7.278937,11.63828,3.639479,6.467644
218.6,3.64275,4.064695,7.285604,11.64258,3.642792,6.468829
218.8,3.646104,4.066054,7.292167,11.64516,3.646104,6.470195
219,3.649458,4.066515,7.298917,11.65044,3.649458,6.472055
219.2,3.652792,4.066261,7.305583,11.65528,3.652812,6.474408
219.4,3.656125,4.066602,7.312187,11.6586,3.656146,6.476291
219.6,3.659437,4.066912,7.318917,11.6626,3.659479,6.477348
219.8,3.66275,4.066857,7.325583,11.66833,3.662792,6.47943
220,3.666104,4.067588,7.332188,11.67154,3.666083,6.480249
220.2,3.669479,4.068565,7.338896,11.67448,3.669437,6.48222
220.4,3.672792,4.068414,7.345583,11.68124,3.672812,6.484962
220.6,3.676125,4.068589,7.352229,11.6848,3.676125,6.486583
220.8,3.679458,4.068764,7.358875,11.68673,3.679458,6.488045
221,3.68275,4.068597,7.365583,11.69358,3.682792,6.490096
221.2,3.686104,4.069384,7.372229,11.69697,3.686104,6.491931
221.4,3.689479,4.070536,7.378833,11.6986,3.689437,6.493083
221.6,3.692812,4.070488,7.385583,11.70616,3.692792,6.496016
221.8,3.696125,4.070163,7.392229,11.70902,3.696146,6.498106
222,3.699458,4.07091,7.398854,11.71175,3.699458,6.499481
222.2,3.702771,4.070727,7.405583,11.71854,3.702792,6.501142
222.4,3.706104,4.070711,7.41225,11.72182,3.706104,6.502215
222.6,3.709458,4.071482,7.418833,11.72345,3.709417,6.50355
222.8,3.712792,4.072134,7.425604,11.73112,3.712792,6.505982
223,3.716146,4.072046,7.432229,11.73438,3.716125,6.508366
223.2,3.719458,4.07234,7.438833,11.73665,3.719458,6.509654
223.4,3.722771,4.071983,7.445604,11.74322,3.722792,6.511497
223.6,3.726083,4.072237,7.452271,11.74667,3.726104,6.512928
223.8,3.729458,4.073349,7.458854,11.74967,3.729417,6.514112
224,3.732812,4.073787,7.465604,11.75432,3.732771,6.516059
224.2,3.736125,4.073429,7.47225,11.75891,3.736146,6.518404
224.4,3.739458,4.073707,7.478896,11.76217,3.739458,6.52016
224.6,3.742792,4.073938,7.485583,11.76517,3.742792,6.521678
224.8,3.746104,4.073659,7.492271,11.77022,3.746125,6.523228
225,3.749458,4.074725,7.498875,11.77327,3.749438,6.524531
225.2,3.752812,4.074923,7.505562,11.77634,3.752771,6.526557
225.4,3.756125,4.074939,7.51225,11.78288,3.756146,6.528942
225.6,3.759479,4.075098,7.518896,11.78624,3.759479,6.529935
225.8,3.762792,4.075614,7.525542,11.7893,3.762812,6.53166
226,3.766083,4.074955,7.532271,11.79577,3.766125,6.533655
226.2,3.769438,4.075678,7.538917,11.79852,3.769438,6.534561
226.4,3.772812,4.077188,7.545521,11.79997,3.772771,6.536063
226.6,3.776125,4.076823,7.55225,11.8079,3.776125,6.537604
226.8,3.779458,4.076997,7.558917,11.8102,3.779458,6.540108
227,3.782792,4.077315,7.5655,11.81218,3.782792,6.541339
227.2,3.786104,4.077061,7.572271,11.81887,3.786125,6.543326
227.4,3.789417,4.076942,7.578917,11.82164,3.789438,6.543946
227.6,3.792792,4.078563,7.5855,11.82391,3.79275,6.545178
227.8,3.796125,4.07873,7.592291,11.83154,3.796125,6.547554
228,3.799458,4.078516,7.598917,11.83356,3.799458,6.549891
228.2,3.802792,4.07869,7.605521,11.83669,3.802792,6.551298
228.4,3.806104,4.078507,7.612271,11.84184,3.806125,6.552887
228.6,3.809417,4.078714,7.618917,11.84621,3.809438,6.55481
228.8,3.812792,4.079604,7.6255,11.84802,3.812771,6.555629
229,3.816125,4.080454,7.63225,11.8533,3.816125,6.557719
229.2,3.819458,4.080161,7.638896,11.85758,3.819479,6.559738
229.4,3.822813,4.080629,7.645542,11.86131,3.822792,6.561359
229.6,3.826125,4.080311,7.65225,11.86495,3.826125,6.563743
229.8,3.829437,4.080407,7.658916,11.87011,3.829458,6.565134
230,3.832792,4.080574,7.665542,11.8729,3.83275,6.565753
230.2,3.836146,4.081663,7.672208,11.87541,3.836083,6.568098
230.4,3.839479,4.08167,7.678896,11.88202,3.839479,6.570562
230.6,3.842792,4.081686,7.685542,11.8848,3.842792,6.572159
230.8,3.846125,4.081694,7.692208,11.88704,3.846125,6.573518
231,3.849437,4.081217,7.698916,11.89446,3.849458,6.57498
231.2,3.852771,4.08148,7.705563,11.89675,3.852771,6.575815
231.4,3.856125,4.082894,7.712208,11.89854,3.856104,6.577381
231.6,3.859458,4.082751,7.718958,11.90652,3.859479,6.579995
231.8,3.862792,4.082918,7.725583,11.90821,3.862813,6.582078
232,3.866125,4.082767,7.732208,11.90985,3.866125,6.583174
232.2,3.869437,4.083117,7.738958,11.91677,3.869479,6.584573
232.4,3.872771,4.083069,7.745604,11.91905,3.872771,6.585813
232.6,3.876125,4.084007,7.752167,11.92008,3.876104,6.586774
232.8,3.879458,4.084357,7.758958,11.92763,3.879458,6.589103
233,3.882792,4.084198,7.765583,11.93029,3.882813,6.591415
233.2,3.886125,4.084826,7.772187,11.9333,3.886125,6.592544
233.4,3.889437,4.084047,7.778937,11.93899,3.889479,6.593625
233.6,3.89275,4.083745,7.785583,11.94293,3.892792,6.595508
233.8,3.896125,4.085135,7.792167,11.94536,3.896104,6.596565
234,3.899458,4.085779,7.798917,11.95025,3.899458,6.597765
234.2,3.902792,4.085199,7.805562,11.95525,3.902812,6.600133
234.4,3.906125,4.08512,7.812187,11.95812,3.906125,6.601572
234.6,3.909437,4.085461,7.818917,11.96256,3.909479,6.603281
234.8,3.912771,4.085485,7.825583,11.96756,3.912792,6.604894
235,3.916104,4.08589,7.832229,11.9706,3.916083,6.605514
235.2,3.919479,4.086757,7.838896,11.97349,3.919437,6.607636
235.4,3.922792,4.086224,7.845583,11.97894,3.922792,6.610163
235.6,3.926125,4.086471,7.85225,11.98165,3.926125,6.611419
235.8,3.929458,4.086765,7.858875,11.98297,3.929458,6.612579
236,3.93275,4.086336,7.865583,11.9891,3.932792,6.6142
236.2,3.936125,4.087099,7.872229,11.99157,3.936125,6.615392
236.4,3.939479,4.088116,7.878854,11.99276,3.939437,6.616879
236.6,3.942812,4.088108,7.885583,12.001,3.942792,6.618579
236.8,3.946125,4.087623,7.892229,12.00364,3.946146,6.620741
237,3.949479,4.087901,7.898875,12.00621,3.949479,6.622036
237.2,3.952771,4.087838,7.905604,12.01258,3.952812,6.6233
237.4,3.956104,4.087965,7.912271,12.01616,3.956104,6.624802
237.6,3.959458,4.088902,7.918833,12.01674,3.959417,6.625795
237.8,3.962812,4.089061,7.925604,12.02341,3.962792,6.627671
238,3.966146,4.088831,7.93225,12.0266,3.966146,6.630007
238.2,3.969458,4.088863,7.938854,12.02918,3.969458,6.631152
238.4,3.972771,4.088521,7.945583,12.03518,3.972792,6.632781
238.6,3.976083,4.088458,7.95225,12.03872,3.976104,6.633925
238.8,3.979458,4.089864,7.958854,12.04112,3.979417,6.635284
239,3.982792,4.089999,7.965625,12.04567,3.982771,6.636818
239.2,3.986125,4.089403,7.97225,12.04928,3.986146,6.638972
239.4,3.989458,4.089817,7.978875,12.05228,3.989458,6.640315
239.6,3.992792,4.09015,7.985583,12.0554,3.992792,6.641611
239.8,3.996104,4.089713,7.992271,12.06054,3.996125,6.642787
240,3.999458,4.090174,7.998875,12.06308,3.999438,6.64347
240.2,4.002812,4.090937,8.005563,12.06575,4.002791,6.645489
240.4,4.006125,4.090532,8.01225,12.07212,4.006146,6.647515
240.6,4.009458,4.090921,8.018896,12.07458,4.009479,6.649391
240.8,4.012792,4.090889,8.025562,12.07689,4.012813,6.649908
241,4.016083,4.090603,8.032249,12.08353,4.016125,6.65187
241.2,4.019437,4.090992,8.038917,12.08597,4.019437,6.652665
241.4,4.022791,4.092216,8.0455,12.08677,4.022771,6.653857
241.6,4.026125,4.092073,8.05225,12.09416,4.026146,6.655685
241.8,4.029459,4.092248,8.058896,12.0964,4.029479,6.657568
242,4.032792,4.092097,8.0655,12.0981,4.032792,6.658491
242.2,4.036104,4.092089,8.07225,12.1051,4.036125,6.660358
242.4,4.039437,4.092034,8.078917,12.10781,4.039437,6.661042
242.6,4.042812,4.092725,8.0855,12.10942,4.04275,6.661701
