"1 _ 1",,
"時間","試験力","ストローク"
"sec","kN","mm"
"352","7.116365","5.866125"
"352.2","7.116262","5.869458"
"352.4","7.116517","5.872771"
"352.6","7.115952","5.876104"
"352.8","7.117136","5.879458"
"353","7.117876","5.882813"
"353.2","7.117629","5.886125"
"353.4","7.117772","5.889479"
"353.6","7.118114","5.892792"
"353.8","7.117661","5.896104"
"354","7.118058","5.899458"
"354.2","7.119083","5.902812"
"354.4","7.118789","5.906146"
"354.6","7.119226","5.909458"
"354.8","7.119465","5.912792"
"355","7.118559","5.916083"
"355.2","7.119211","5.919437"
"355.4","7.120538","5.922812"
"355.6","7.120458","5.926125"
"355.8","7.120037","5.929458"
"356","7.120403","5.932792"
"356.2","7.120403","5.936104"
"356.4","7.12045","5.939437"
"356.6","7.121261","5.942812"
"356.8","7.121746","5.946146"
"357","7.121698","5.949458"
"357.2","7.122","5.952792"
"357.4","7.121452","5.956104"
"357.6","7.120999","5.959416"
"357.8","7.121921","5.962791"
"358","7.122835","5.966146"
"358.2","7.122707","5.969458"
"358.4","7.122628","5.972792"
"358.6","7.123057","5.976104"
"358.8","7.122707","5.979416"
"359","7.122763","5.982771"
"359.2","7.123677","5.986125"
"359.4","7.12382","5.989458"
"359.6","7.123899","5.992813"
"359.8","7.124233","5.996125"
"360","7.123693","5.999417"
"360.2","7.124074","6.002771"
"360.4","7.125147","6.006146"
"360.6","7.12564","6.009458"
"360.8","7.125513","6.012792"
"361","7.125656","6.016146"
"361.2","7.125314","6.019437"
"361.4","7.125171","6.022771"
"361.6","7.125878","6.026146"
"361.8","7.126585","6.029479"
"362","7.126061","6.032792"
"362.2","7.126419","6.036146"
"362.4","7.125679","6.039437"
"362.6","7.125473","6.04275"
"362.8","7.126284","6.046125"
"363","7.127213","6.049459"
"363.2","7.126895","6.052792"
"363.4","7.126355","6.056125"
"363.6","7.126132","6.059458"
"363.8","7.126204","6.062771"
"364","7.126347","6.066125"
"364.2","7.126522","6.069479"
"364.4","7.126689","6.072813"
"364.6","7.126816","6.076125"
"364.8","7.126927","6.079458"
"365","7.127038","6.08275"
"365.2","7.12715","6.086104"
"365.4","7.127277","6.089479"
"365.6","7.127348","6.092792"
"365.8","7.127388","6.096125"
"366","7.127412","6.099458"
"366.2","7.127468","6.102771"
"366.4","7.127595","6.106083"
"366.6","7.127818","6.109479"
"366.8","7.128088","6.112813"
"367","7.128382","6.116125"
"367.2","7.128644","6.119458"
"367.4","7.128914","6.122771"
"367.6","7.1292","6.126083"
"367.8","7.129502","6.129479"
"368","7.129788","6.132813"
"368.2","7.130011","6.136146"
"368.4","7.130162","6.139458"
"368.6","7.130265","6.142792"
"368.8","7.130376","6.146104"
"369","7.130504","6.149458"
"369.2","7.130599","6.152812"
"369.4","7.130662","6.156146"
"369.6","7.130686","6.159479"
"369.8","7.130639","6.162792"
"370","7.130623","6.166104"
"370.2","7.130623","6.169437"
"370.4","7.130662","6.172812"
"370.6","7.130662","6.176125"
"370.8","7.130639","6.179458"
"371","7.130583","6.182792"
"371.2","7.130527","6.186104"
"371.4","7.130519","6.189437"
"371.6","7.130575","6.192812"
"371.8","7.130639","6.196125"
"372","7.130694","6.199458"
"372.2","7.130742","6.202792"
"372.4","7.130782","6.206104"
"372.6","7.130829","6.209416"
"372.8","7.130901","6.212791"
"373","7.130941","6.216125"
"373.2","7.130925","6.219458"
"373.4","7.130877","6.222792"
"373.6","7.130782","6.226104"
"373.8","7.130718","6.229416"
"374","7.130686","6.232771"
"374.2","7.130662","6.236146"
"374.4","7.130639","6.239458"
"374.6","7.130575","6.242792"
"374.8","7.130496","6.246125"
"375","7.13044","6.249417"
"375.2","7.13044","6.252771"
"375.4","7.13044","6.256146"
"375.6","7.130456","6.259479"
"375.8","7.130456","6.262813"
"376","7.13044","6.266125"
"376.2","7.13044","6.269437"
"376.4","7.130464","6.272771"
"376.6","7.130536","6.276125"
"376.8","7.130599","6.279479"
"377","7.130591","6.282792"
"377.2","7.130527","6.286125"
"377.4","7.13044","6.289437"
"377.6","7.130361","6.29275"
"377.8","7.130337","6.296125"
"378","7.130297","6.299479"
"378.2","7.130257","6.302792"
"378.4","7.130162","6.306125"
"378.6","7.130066","6.309458"
"378.8","7.129987","6.312771"
"379","7.129947","6.316104"
"379.2","7.129908","6.319479"
"379.4","7.12986","6.322792"
"379.6","7.129773","6.326146"
"379.8","7.129645","6.329458"
"380","7.129542","6.33275"
"380.2","7.12947","6.336104"
"380.4","7.129439","6.339479"
"380.6","7.129351","6.342813"
"380.8","7.129248","6.346125"
"381","7.129081","6.349458"
"381.2","7.128922","6.352771"
"381.4","7.128787","6.356104"
"381.6","7.128716","6.359458"
"381.8","7.128644","6.362792"
"382","7.128525","6.366125"
"382.2","7.128366","6.369458"
"382.4","7.128167","6.372771"
"382.6","7.125433","6.376104"
"382.8","7.126093","6.379458"
"383","7.126776","6.382813"
"383.2","7.12556","6.386146"
"383.4","7.125648","6.389479"
"383.6","7.125115","6.392792"
"383.8","7.1244","6.396104"
"384","7.124281","6.399458"
"384.2","7.124885","6.402812"
"384.4","7.124416","6.406125"
"384.6","7.124392","6.409479"
"384.8","7.123748","6.412792"
"385","7.122993","6.416083"
"385.2","7.122811","6.419437"
"385.4","7.123359","6.422812"
"385.6","7.123383","6.426125"
"385.8","7.122636","6.429458"
"386","7.12235","6.432792"
"386.2","7.121984","6.436104"
"386.4","7.121237","6.439437"
"386.6","7.121626","6.442791"
"386.8","7.121261","6.446125"
"387","7.121126","6.449479"
"387.2","7.120689","6.452792"
"387.4","7.119759","6.456125"
"387.6","7.119075","6.459416"
"387.8","7.11898","6.462791"
"388","7.119735","6.466146"
"388.2","7.119139","6.469458"
"388.4","7.118662","6.472792"
"388.6","7.118273","6.476104"
"388.8","7.117414","6.479416"
"389","7.117256","6.482791"
"389.2","7.117971","6.486125"
"389.4","7.116977","6.489458"
"389.6","7.116636","6.492792"
"389.8","7.116667","6.496125"
"390","7.115642","6.499437"
"390.2","7.115404","6.502771"
"390.4","7.116047","6.506146"
"390.6","7.115332","6.509479"
"390.8","7.11441","6.512792"
"391","7.114331","6.516125"
"391.2","7.113536","6.519437"
"391.4","7.112543","6.522771"
"391.6","7.112789","6.526125"
"391.8","7.112376","6.529479"
"392","7.111701","6.532792"
"392.2","7.111295","6.536125"
"392.4","7.110015","6.539417"
"392.6","7.109562","6.54275"
"392.8","7.109714","6.546125"
"393","7.110182","6.549458"
"393.2","7.108919","6.552792"
"393.4","7.108506","6.556125"
"393.6","7.10775","6.559437"
"393.8","7.107139","6.562771"
"394","7.106701","6.566125"
"394.2","7.106908","6.569479"
"394.4","7.106312","6.572813"
"394.6","7.105978","6.576146"
"394.8","7.105223","6.579458"
"395","7.103888","6.58275"
"395.2","7.103213","6.586104"
"395.4","7.104039","6.589479"
"395.6","7.103848","6.592792"
"395.8","7.102752","6.596125"
"396","7.102974","6.599458"
"396.2","7.101456","6.602771"
"396.4","7.100789","6.606104"
"396.6","7.100574","6.609458"
"396.8","7.100765","6.612792"
"397","7.100018","6.616125"
"397.2","7.09962","6.619479"
"397.4","7.098579","6.622771"
"397.6","7.097443","6.626104"
"397.8","7.097507","6.629458"
"398","7.097236","6.632813"
"398.2","7.096457","6.636125"
"398.4","7.095019","6.639479"
"398.6","7.094574","6.642792"
"398.8","7.093016","6.646104"
"399","7.092619","6.649458"
"399.2","7.092802","6.652812"
"399.4","7.091784","6.656125"
"399.6","7.091188","6.659458"
"399.8","7.090107","6.662792"
"400","7.088741","6.666083"
"400.2","7.088073","6.669437"
"400.4","7.088391","6.672812"
"400.6","7.088002","6.676125"
"400.8","7.086825","6.679458"
"401","7.086627","6.682792"
"401.2","7.08553","6.686104"
"401.4","7.084592","6.689437"
"401.6","7.084116","6.692812"
"401.8","7.083663","6.696146"
"402","7.082391","6.699479"
"402.2","7.081763","6.702812"
"402.4","7.079943","6.706104"
"402.6","7.078663","6.709437"
"402.8","7.078385","6.712791"
"403","7.078473","6.716146"
"403.2","7.077114","6.719458"
"403.4","7.076263","6.722792"
"403.6","7.07554","6.726104"
"403.8","7.074205","6.729416"
"404","7.073355","6.732771"
"404.2","7.073379","6.736125"
"404.4","7.072274","6.739458"
"404.6","7.071519","6.742792"
"404.8","7.070613","6.746125"
"405","7.068809","6.749437"
"405.2","7.06799","6.752771"
"405.4","7.068141","6.756146"
"405.6","7.067299","6.759458"
"405.8","7.065892","6.762813"
"406","7.064843","6.766125"
"406.2","7.063262","6.769437"
"406.4","7.062205","6.772771"
"406.6","7.061442","6.776125"
"406.8","7.061076","6.779479"
"407","7.059741","6.782792"
"407.2","7.059208","6.786125"
"407.4","7.05742","6.789437"
"407.6","7.055584","6.79275"
"407.8","7.055489","6.796125"
"408","7.054941","6.799458"
"408.2","7.05382","6.802792"
"408.4","7.052636","6.806125"
"408.6","7.051325","6.809458"
"408.8","7.050045","6.812771"
"409","7.049195","6.816125"
"409.2","7.048639","6.819479"
"409.4","7.047876","6.822792"
"409.6","7.046858","6.826146"
"409.8","7.045134","6.829458"
"410","7.043362","6.832771"
"410.2","7.042249","6.836104"
"410.4","7.042392","6.839479"
"410.6","7.041017","6.842813"
"410.8","7.039523","6.846125"
"411","7.038125","6.849458"
"411.2","7.036718","6.852771"
"411.4","7.035335","6.856104"
"411.6","7.03508","6.859458"
"411.8","7.033928","6.862813"
"412","7.032069","6.866125"
"412.2","7.031107","6.869458"
"412.4","7.028898","6.872771"
"412.6","7.026831","6.876104"
"412.8","7.026156","6.879458"
"413","7.025504","6.882813"
"413.2","7.023644","6.886125"
"413.4","7.022087","6.889479"
"413.6","7.020728","6.892792"
"413.8","7.01886","6.896104"
"414","7.017692","6.899458"
"414.2","7.017112","6.902812"
"414.4","7.01553","6.906146"
"414.6","7.014235","6.909479"
"414.8","7.012621","6.912792"
"415","7.010317","6.916083"
"415.2","7.009284","6.919437"
"415.4","7.008783","6.922791"
"415.6","7.007106","6.926125"
"415.8","7.005366","6.929438"
"416","7.004213","6.932792"
"416.2","7.002354","6.936104"
"416.4","7.00051","6.939437"
"416.6","6.999588","6.942812"
"416.8","6.998507","6.946125"
"417","6.996274","6.949458"
"417.2","6.994907","6.952812"
"417.4","6.99261","6.956104"
"417.6","6.990448","6.959416"
"417.8","6.989503","6.962791"
"418","6.98866","6.966125"
"418.2","6.986451","6.969458"
"418.4","6.984862","6.972792"
"418.6","6.983177","6.976104"
"418.8","6.98119","6.979437"
"419","6.980014","6.982771"
"419.2","6.978488","6.986146"
"419.4","6.976891","6.989458"
"419.6","6.974912","6.992792"
"419.8","6.972989","6.996125"
"420","6.970493","6.999437"
"420.2","6.969237","7.002771"
"420.4","6.968442","7.006146"
"420.6","6.966265","7.009458"
"420.8","6.964191","7.012792"
"421","6.962403","7.016125"
"421.2","6.959955","7.019437"
"421.4","6.957921","7.022771"
"421.6","6.956744","7.026125"
"421.8","6.955186","7.029479"
"422","6.952977","7.032813"
"422.2","6.951038","7.036125"
"422.4","6.948701","7.039437"
"422.6","6.945992","7.04275"
"422.8","6.944887","7.046125"
"423","6.943758","7.049458"
"423.2","6.94108","7.052792"
"423.4","6.939149","7.056125"
"423.6","6.937257","7.059458"
"423.8","6.93504","7.062771"
"424","6.933252","7.066125"
"424.2","6.931337","7.069479"
"424.4","6.929453","7.072813"
"424.6","6.927554","7.076146"
"424.8","6.924947","7.079458"
"425","6.922062","7.082771"
"425.2","6.919646","7.086104"
"425.4","6.918772","7.089479"
"425.6","6.916904","7.092792"
"425.8","6.914464","7.096125"
"426","6.912406","7.099458"
"426.2","6.90999","7.102771"
"426.4","6.907701","7.106104"
"426.6","6.905858","7.109458"
"426.8","6.904109","7.112813"
"427","6.901129","7.116125"
"427.2","6.898983","7.119458"
"427.4","6.896273","7.122771"
"427.6","6.893667","7.126104"
"427.8","6.891545","7.129458"
"428","6.889597","7.132813"
"428.2","6.886753","7.136125"
"428.4","6.884488","7.139479"
"428.6","6.881746","7.142792"
"428.8","6.878582","7.146104"
"429","6.876453","7.149458"
"429.2","6.874768","7.152812"
"429.4","6.872066","7.156146"
"429.6","6.869578","7.159479"
"429.8","6.8669","7.162792"
"430","6.863991","7.166083"
"430.2","6.861647","7.169437"
"430.4","6.860129","7.172812"
"430.6","6.857618","7.176125"
"430.8","6.854423","7.179458"
"431","6.852349","7.182792"
"431.2","6.849734","7.186104"
"431.4","6.846873","7.189437"
"431.6","6.844982","7.192812"
"431.8","6.842065","7.196146"
"432","6.839522","7.199479"
"432.2","6.83647","7.202812"
"432.4","6.833363","7.206104"
"432.6","6.829969","7.209437"
"432.8","6.827863","7.212791"
"433","6.825542","7.216146"
"433.2","6.822586","7.219458"
"433.4","6.81959","7.222792"
"433.6","6.816856","7.226104"
"433.8","6.813622","7.229416"
"434","6.810975","7.232791"
"434.2","6.808893","7.236146"
"434.4","6.805833","7.239458"
"434.6","6.802853","7.242792"
"434.8","6.799658","7.246125"
"435","6.796018","7.249437"
"435.2","6.793475","7.252771"
"435.4","6.79144","7.256146"
"435.6","6.78831","7.259458"
"435.8","6.784686","7.262813"
"436","6.781912","7.266125"
"436.2","6.778574","7.269437"
"436.4","6.774934","7.272771"
"436.6","6.772598","7.276125"
"436.8","6.770039","7.279458"
"437","6.76647","7.282792"
"437.2","6.763172","7.286125"
"437.4","6.759501","7.289437"
"437.6","6.756171","7.29275"
"437.8","6.753834","7.296125"
"438","6.751195","7.299479"
"438.2","6.747381","7.302792"
"438.4","6.743797","7.306125"
"438.6","6.740507","7.309437"
"438.8","6.737081","7.312771"
"439","6.734228","7.316125"
"439.2","6.73124","7.319479"
"439.4","6.727791","7.322792"
"439.6","6.724604","7.326146"
"439.8","6.720964","7.329458"
"440","6.716625","7.33275"
"440.2","6.713422","7.336104"
"440.4","6.711086","7.339479"
"440.6","6.707843","7.342813"
"440.8","6.704012","7.346125"
"441","6.70019","7.349458"
"441.2","6.69624","7.352771"
"441.4","6.692433","7.356104"
"441.6","6.689692","7.359458"
"441.8","6.68633","7.362792"
"442","6.682483","7.366125"
"442.2","6.67847","7.369458"
"442.4","6.674353","7.372771"
"442.6","6.670412","7.376083"
"442.8","6.667463","7.379458"
"443","6.664308","7.382813"
"443.2","6.660024","7.386125"
"443.4","6.656106","7.389479"
"443.6","6.652085","7.392792"
"443.8","6.648088","7.396104"
"444","6.644591","7.399437"
"444.2","6.641301","7.402812"
"444.4","6.63747","7.406125"
"444.6","6.633647","7.409479"
"444.8","6.629547","7.412792"
"445","6.625175","7.416083"
"445.2","6.621464","7.419437"
"445.4","6.618611","7.422812"
"445.6","6.614312","7.426125"
"445.8","6.60975","7.429458"
"446","6.606174","7.432792"
"446.2","6.602001","7.436104"
"446.4","6.59798","7.439437"
"446.6","6.594348","7.442791"
"446.8","6.590144","7.446125"
"447","6.585121","7.449458"
"447.2","6.581537","7.452812"
"447.4","6.577142","7.456104"
"447.6","6.572143","7.459416"
"447.8","6.568933","7.462791"
"448","6.565587","7.466146"
"448.2","6.561303","7.469458"
"448.4","6.5564","7.472813"
"448.6","6.551941","7.476104"
"448.8","6.54765","7.479416"
"449","6.543914","7.482771"
"449.2","6.539869","7.486146"
"449.4","6.535292","7.489458"
"449.6","6.53073","7.492813"
"449.8","6.526534","7.496125"
"450","6.521368","7.499416"
"450.2","6.51691","7.502771"
"450.4","6.513683","7.506146"
"450.6","6.50874","7.509479"
"450.8","6.503725","7.512792"
"451","6.499664","7.516125"
"451.2","6.494236","7.519437"
"451.4","6.489754","7.522771"
"451.6","6.485987","7.526146"
"451.8","6.481163","7.529479"
"452","6.476498","7.532792"
"452.2","6.471626","7.536125"
"452.4","6.466532","7.539437"
"452.6","6.461477","7.54275"
"452.8","6.458148","7.546125"
"453","6.453776","7.549458"
"453.2","6.448682","7.552792"
"453.4","6.443699","7.556125"
"453.6","6.438923","7.559458"
"453.8","6.433948","7.562771"
"454","6.429569","7.566125"
"454.2","6.424586","7.569479"
"454.4","6.419794","7.572792"
"454.6","6.414803","7.576125"
"454.8","6.409621","7.579458"
"455","6.404034","7.58275"
"455.2","6.399512","7.586104"
"455.4","6.395873","7.589479"
"455.6","6.39023","7.592792"
"455.8","6.385501","7.596125"
"456","6.379938","7.599458"
"456.2","6.374916","7.602771"
"456.4","6.369289","7.606104"
"456.6","6.364926","7.609479"
"456.8","6.360157","7.612813"
"457","6.354769","7.616125"
"457.2","6.348825","7.619458"
"457.4","6.343246","7.622771"
"457.6","6.337532","7.626104"
"457.8","6.333526","7.629458"
"458","6.328639","7.632813"
"458.2","6.322765","7.636146"
"458.4","6.317647","7.639479"
"458.6","6.311472","7.642792"
"458.8","6.306076","7.646104"
"459","6.300823","7.649437"
"459.2","6.295959","7.652812"
"459.4","6.290579","7.656146"
"459.6","6.285032","7.659479"
"459.8","6.278944","7.662792"
"460","6.273127","7.666104"
"460.2","6.268096","7.669437"
"460.4","6.263836","7.672812"
"460.6","6.257638","7.676125"
"460.8","6.252106","7.679458"
"461","6.246456","7.682792"
"461.2","6.240336","7.686104"
"461.4","6.235067","7.689437"
"461.6","6.229743","7.692791"
"461.8","6.224624","7.696146"
"462","6.218163","7.699458"
"462.2","6.212505","7.702792"
"462.4","6.205972","7.706104"
"462.6","6.199757","7.709416"
"462.8","6.194981","7.712791"
"463","6.189887","7.716125"
"463.2","6.182885","7.719458"
"463.4","6.177076","7.722792"
"463.6","6.171274","7.726104"
"463.8","6.165067","7.729416"
"464","6.159544","7.732791"
"464.2","6.15406","7.736146"
"464.4","6.147727","7.739458"
"464.6","6.141591","7.742792"
"464.8","6.135734","7.746125"
"465","6.128891","7.749437"
"465.2","6.122883","7.752771"
"465.4","6.117853","7.756146"
"465.6","6.111304","7.759458"
"465.8","6.104978","7.762792"
"466","6.098334","7.766125"
"466.2","6.092127","7.769437"
"466.4","6.085857","7.772771"
"466.6","6.080429","7.776125"
"466.8","6.074055","7.779479"
"467","6.067562","7.782792"
"467.2","6.060807","7.786125"
"467.4","6.05402","7.789437"
"467.6","6.047472","7.79275"
"467.8","6.041932","7.796125"
"468","6.03594","7.799479"
"468.2","6.028883","7.802792"
"468.4","6.022326","7.806125"
"468.6","6.015547","7.809437"
"468.8","6.008768","7.812771"
"469","6.002919","7.816125"
"469.2","5.996585","7.819479"
"469.4","5.989933","7.822792"
"469.6","5.983416","7.826146"
"469.8","5.976542","7.829458"
"470","5.969039","7.83275"
"470.2","5.962864","7.836104"
"470.4","5.957389","7.839458"
"470.6","5.950149","7.842792"
"470.8","5.942869","7.846125"
"471","5.936471","7.849458"
"471.2","5.929057","7.852771"
"471.4","5.922508","7.856104"
"471.6","5.916508","7.859458"
"471.8","5.909379","7.862813"
"472","5.901996","7.866125"
"472.2","5.894884","7.869479"
"472.4","5.887707","7.872771"
"472.6","5.880722","7.876104"
"472.8","5.874348","7.879458"
"473","5.868038","7.882792"
"473.2","5.860034","7.886125"
"473.4","5.852977","7.889458"
"473.6","5.845849","7.892792"
"473.8","5.837997","7.896104"
"474","5.831615","7.899437"
"474.2","5.824685","7.902812"
"474.4","5.817048","7.906146"
"474.6","5.809689","7.909479"
"474.8","5.802091","7.912792"
"475","5.794302","7.916083"
"475.2","5.787405","7.919437"
"475.4","5.781221","7.922812"
"475.6","5.773202","7.926125"
"475.8","5.765486","7.929458"
"476","5.758047","7.932792"
"476.2","5.75014","7.936104"
"476.4","5.742939","7.939437"
"476.6","5.7362","7.942791"
"476.8","5.728459","7.946146"
"477","5.720218","7.949458"
"477.2","5.712891","7.952792"
"477.4","5.704546","7.956104"
"477.6","5.696853","7.959416"
"477.8","5.690249","7.962791"
"478","5.683088","7.966146"
"478.2","5.674585","7.969458"
"478.4","5.666717","7.972792"
"478.6","5.658523","7.976104"
"478.8","5.650648","7.979416"
"479","5.643121","7.982771"
"479.2","5.636279","7.986146"
"479.4","5.627513","7.989458"
"479.6","5.619725","7.992792"
"479.8","5.611602","7.996125"
"480","5.603695","7.999416"
"480.2","5.595962","8.00277"
"480.4","5.588698","8.006145"
"480.6","5.580147","8.009459"
"480.8","5.57166","8.012792"
"481","5.563704","8.016125"
"481.2","5.555312","8.019438"
"481.4","5.547086","8.022771"
"481.6","5.539855","8.026146"
"481.8","5.531597","8.029479"
"482","5.522633","8.032791"
"482.2","5.51455","8.036125"
"482.4","5.505411","8.039416"
"482.6","5.49713","8.04275"
"482.8","5.489906","8.046124"
"483","5.48199","8.049479"
"483.2","5.472732","8.052792"
"483.4","5.464236","8.056125"
"483.6","5.455311","8.059438"
"483.8","5.446776","8.062771"
"484","5.438987","8.066125"
"484.2","5.430778","8.069479"
"484.4","5.421623","8.072812"
"484.6","5.413476","8.076146"
"484.8","5.404337","8.079458"
"485","5.395237","8.08275"
"485.2","5.386647","8.086104"
"485.4","5.379057","8.089479"
"485.6","5.369886","8.092792"
"485.8","5.360754","8.096125"
"486","5.351416","8.099459"
"486.2","5.342579","8.102771"
"486.4","5.333527","8.106104"
"486.6","5.325428","8.109458"
"486.8","5.316305","8.112792"
"487","5.306872","8.116125"
"487.2","5.298138","8.119458"
"487.4","5.288291","8.12277"
"487.6","5.279191","8.126083"
"487.8","5.270696","8.129458"
"488","5.26216","8.132813"
"488.2","5.252083","8.136146"
"488.4","5.242586","8.139479"
"488.6","5.233169","8.142792"
"488.8","5.22333","8.146104"
"489","5.214318","8.149458"
"489.2","5.205806","8.152812"
"489.4","5.195864","8.156125"
"489.6","5.186224","8.159458"
"489.8","5.176457","8.162791"
"490","5.166817","8.166083"
"490.2","5.157606","8.169437"
"490.4","5.148498","8.172812"
"490.6","5.138437","8.176125"
"490.8","5.12859","8.179459"
"491","5.11903","8.182792"
"491.2","5.109032","8.186104"
"491.4","5.099145","8.189417"
"491.6","5.089927","8.192792"
"491.8","5.079961","8.196146"
"492","5.068811","8.199458"
"492.2","5.058082","8.202812"
"492.4","5.047035","8.206104"
"492.6","5.036672","8.209437"
"492.8","5.026635","8.212791"
"493","5.016176","8.216125"
"493.2","5.004311","8.219479"
"493.4","4.992112","8.222792"
"493.6","4.975852","8.226104"
"493.8","4.958916","8.229438"
"494","-4.088402","8.235104"
"494.1","-10.06691","8.233396"
